"No.","Time","Source","Destination","Protocol","Length","Info"
"67","1.000523","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    17; Unit:   1, Func:   6: Write Single Register"
"68","0.001068","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    17; Unit:   1, Func:   6: Write Single Register"
"70","0.999482","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    18; Unit:   1, Func:   3: Read Holding Registers"
"71","0.001195","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    18; Unit:   1, Func:   3: Read Holding Registers"
"73","0.999297","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    19; Unit:   1, Func:   6: Write Single Register"
"74","0.000946","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    19; Unit:   1, Func:   6: Write Single Register"
"76","1.999858","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    21; Unit:   1, Func:   6: Write Single Register"
"77","0.001058","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    21; Unit:   1, Func:   6: Write Single Register"
"79","0.999029","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    22; Unit:   1, Func:   3: Read Holding Registers"
"80","0.000879","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    22; Unit:   1, Func:   3: Read Holding Registers"
"82","1.000048","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    23; Unit:   1, Func:   6: Write Single Register"
"83","0.000963","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    23; Unit:   1, Func:   6: Write Single Register"
"85","2.000526","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    25; Unit:   1, Func:   6: Write Single Register"
"86","0.000976","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    25; Unit:   1, Func:   6: Write Single Register"
"88","0.998227","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    26; Unit:   1, Func:   3: Read Holding Registers"
"89","0.001257","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    26; Unit:   1, Func:   3: Read Holding Registers"
"91","0.998504","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    27; Unit:   1, Func:   6: Write Single Register"
"92","0.001008","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    27; Unit:   1, Func:   6: Write Single Register"
"94","0.999613","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    28; Unit:   1, Func:   3: Read Holding Registers"
"95","0.001303","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    28; Unit:   1, Func:   3: Read Holding Registers"
"97","0.999714","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    29; Unit:   1, Func:   6: Write Single Register"
"98","0.001141","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    29; Unit:   1, Func:   6: Write Single Register"
"100","1.068996","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    30; Unit:   1, Func:   3: Read Holding Registers"
"101","0.001255","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    30; Unit:   1, Func:   3: Read Holding Registers"
"103","0.998665","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    31; Unit:   1, Func:   6: Write Single Register"
"104","0.001276","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    31; Unit:   1, Func:   6: Write Single Register"
"106","0.999096","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    32; Unit:   1, Func:   3: Read Holding Registers"
"107","0.000622","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    32; Unit:   1, Func:   3: Read Holding Registers"
"109","0.999982","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    33; Unit:   1, Func:   6: Write Single Register"
"110","0.001329","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    33; Unit:   1, Func:   6: Write Single Register"
"112","0.999274","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    34; Unit:   1, Func:   3: Read Holding Registers"
"113","0.001743","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    34; Unit:   1, Func:   3: Read Holding Registers"
"115","0.999980","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    35; Unit:   1, Func:   6: Write Single Register"
"116","0.001171","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    35; Unit:   1, Func:   6: Write Single Register"
"118","0.996044","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    36; Unit:   1, Func:   3: Read Holding Registers"
"119","0.001103","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    36; Unit:   1, Func:   3: Read Holding Registers"
"121","0.999911","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    37; Unit:   1, Func:   6: Write Single Register"
"122","0.001403","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    37; Unit:   1, Func:   6: Write Single Register"
"124","0.998194","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    38; Unit:   1, Func:   3: Read Holding Registers"
"125","0.000893","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    38; Unit:   1, Func:   3: Read Holding Registers"
"127","1.000219","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    39; Unit:   1, Func:   6: Write Single Register"
"128","0.001230","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    39; Unit:   1, Func:   6: Write Single Register"
"130","0.927732","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    40; Unit:   1, Func:   3: Read Holding Registers"
"131","0.000800","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    40; Unit:   1, Func:   3: Read Holding Registers"
"133","0.999728","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    41; Unit:   1, Func:   6: Write Single Register"
"134","0.001749","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    41; Unit:   1, Func:   6: Write Single Register"
"136","0.998558","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    42; Unit:   1, Func:   3: Read Holding Registers"
"137","0.001129","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    42; Unit:   1, Func:   3: Read Holding Registers"
"139","0.999857","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    43; Unit:   1, Func:   6: Write Single Register"
"140","0.001064","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    43; Unit:   1, Func:   6: Write Single Register"
"142","2.000222","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    45; Unit:   1, Func:   6: Write Single Register"
"143","0.000937","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    45; Unit:   1, Func:   6: Write Single Register"
"145","0.997623","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    46; Unit:   1, Func:   3: Read Holding Registers"
"146","0.001115","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    46; Unit:   1, Func:   3: Read Holding Registers"
"148","0.999985","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    47; Unit:   1, Func:   6: Write Single Register"
"149","0.000827","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    47; Unit:   1, Func:   6: Write Single Register"
"151","0.999177","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    48; Unit:   1, Func:   3: Read Holding Registers"
"152","0.001158","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    48; Unit:   1, Func:   3: Read Holding Registers"
"154","0.999016","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    49; Unit:   1, Func:   6: Write Single Register"
"155","0.001104","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    49; Unit:   1, Func:   6: Write Single Register"
"157","1.000384","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    50; Unit:   1, Func:   3: Read Holding Registers"
"158","0.001274","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    50; Unit:   1, Func:   3: Read Holding Registers"
"160","0.997524","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    51; Unit:   1, Func:   6: Write Single Register"
"161","0.001350","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    51; Unit:   1, Func:   6: Write Single Register"
"163","0.998995","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    52; Unit:   1, Func:   3: Read Holding Registers"
"164","0.000859","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    52; Unit:   1, Func:   3: Read Holding Registers"
"166","1.000299","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    53; Unit:   1, Func:   6: Write Single Register"
"167","0.001330","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    53; Unit:   1, Func:   6: Write Single Register"
"169","0.998347","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    54; Unit:   1, Func:   3: Read Holding Registers"
"170","0.000838","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    54; Unit:   1, Func:   3: Read Holding Registers"
"172","0.999527","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    55; Unit:   1, Func:   6: Write Single Register"
"173","0.000748","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    55; Unit:   1, Func:   6: Write Single Register"
"175","0.999392","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    56; Unit:   1, Func:   3: Read Holding Registers"
"176","0.001067","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    56; Unit:   1, Func:   3: Read Holding Registers"
"178","0.999573","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    57; Unit:   1, Func:   6: Write Single Register"
"179","0.000930","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    57; Unit:   1, Func:   6: Write Single Register"
"181","0.999298","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    58; Unit:   1, Func:   3: Read Holding Registers"
"182","0.001281","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    58; Unit:   1, Func:   3: Read Holding Registers"
"184","0.998834","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    59; Unit:   1, Func:   6: Write Single Register"
"185","0.000917","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    59; Unit:   1, Func:   6: Write Single Register"
"187","1.001049","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    60; Unit:   1, Func:   3: Read Holding Registers"
"188","0.001434","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    60; Unit:   1, Func:   3: Read Holding Registers"
"190","0.997785","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    61; Unit:   1, Func:   6: Write Single Register"
"191","0.001541","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    61; Unit:   1, Func:   6: Write Single Register"
"193","0.997863","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    62; Unit:   1, Func:   3: Read Holding Registers"
"194","0.000802","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    62; Unit:   1, Func:   3: Read Holding Registers"
"196","1.000124","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    63; Unit:   1, Func:   6: Write Single Register"
"197","0.001654","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    63; Unit:   1, Func:   6: Write Single Register"
"199","0.997806","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    64; Unit:   1, Func:   3: Read Holding Registers"
"200","0.001210","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    64; Unit:   1, Func:   3: Read Holding Registers"
"202","0.999767","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    65; Unit:   1, Func:   6: Write Single Register"
"203","0.000910","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    65; Unit:   1, Func:   6: Write Single Register"
"205","0.996539","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    66; Unit:   1, Func:   3: Read Holding Registers"
"206","0.001128","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    66; Unit:   1, Func:   3: Read Holding Registers"
"208","0.999413","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    67; Unit:   1, Func:   6: Write Single Register"
"209","0.000705","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    67; Unit:   1, Func:   6: Write Single Register"
"211","0.999784","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    68; Unit:   1, Func:   3: Read Holding Registers"
"212","0.001861","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    68; Unit:   1, Func:   3: Read Holding Registers"
"214","0.997930","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    69; Unit:   1, Func:   6: Write Single Register"
"215","0.000688","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    69; Unit:   1, Func:   6: Write Single Register"
"217","1.070812","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    70; Unit:   1, Func:   3: Read Holding Registers"
"218","0.000849","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    70; Unit:   1, Func:   3: Read Holding Registers"
"220","0.998602","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    71; Unit:   1, Func:   6: Write Single Register"
"221","0.002142","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    71; Unit:   1, Func:   6: Write Single Register"
"223","0.998148","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    72; Unit:   1, Func:   3: Read Holding Registers"
"224","0.002893","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    72; Unit:   1, Func:   3: Read Holding Registers"
"226","0.998054","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    73; Unit:   1, Func:   6: Write Single Register"
"227","0.001520","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    73; Unit:   1, Func:   6: Write Single Register"
"229","0.998603","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    74; Unit:   1, Func:   3: Read Holding Registers"
"230","0.001433","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    74; Unit:   1, Func:   3: Read Holding Registers"
"232","0.997709","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    75; Unit:   1, Func:   6: Write Single Register"
"233","0.000871","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    75; Unit:   1, Func:   6: Write Single Register"
"235","0.999615","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    76; Unit:   1, Func:   3: Read Holding Registers"
"236","0.000708","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    76; Unit:   1, Func:   3: Read Holding Registers"
"238","0.999926","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    77; Unit:   1, Func:   6: Write Single Register"
"239","0.001476","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    77; Unit:   1, Func:   6: Write Single Register"
"241","0.999058","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    78; Unit:   1, Func:   3: Read Holding Registers"
"242","0.000965","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    78; Unit:   1, Func:   3: Read Holding Registers"
"244","0.999542","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    79; Unit:   1, Func:   6: Write Single Register"
"245","0.001159","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    79; Unit:   1, Func:   6: Write Single Register"
"247","0.928964","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    80; Unit:   1, Func:   3: Read Holding Registers"
"248","0.000908","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    80; Unit:   1, Func:   3: Read Holding Registers"
"250","0.999461","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    81; Unit:   1, Func:   6: Write Single Register"
"251","0.000953","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    81; Unit:   1, Func:   6: Write Single Register"
"253","0.997954","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    82; Unit:   1, Func:   3: Read Holding Registers"
"254","0.000788","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    82; Unit:   1, Func:   3: Read Holding Registers"
"256","0.999523","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    83; Unit:   1, Func:   6: Write Single Register"
"257","0.001003","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    83; Unit:   1, Func:   6: Write Single Register"
"259","0.999481","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    84; Unit:   1, Func:   3: Read Holding Registers"
"260","0.000879","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    84; Unit:   1, Func:   3: Read Holding Registers"
"262","1.000722","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    85; Unit:   1, Func:   6: Write Single Register"
"263","0.000674","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    85; Unit:   1, Func:   6: Write Single Register"
"265","1.998193","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    87; Unit:   1, Func:   6: Write Single Register"
"266","0.000970","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    87; Unit:   1, Func:   6: Write Single Register"
"268","0.999835","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    88; Unit:   1, Func:   3: Read Holding Registers"
"269","0.000894","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    88; Unit:   1, Func:   3: Read Holding Registers"
"271","0.998962","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    89; Unit:   1, Func:   6: Write Single Register"
"272","0.001231","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    89; Unit:   1, Func:   6: Write Single Register"
"274","0.999084","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    90; Unit:   1, Func:   3: Read Holding Registers"
"275","0.000629","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    90; Unit:   1, Func:   3: Read Holding Registers"
"277","0.999491","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    91; Unit:   1, Func:   6: Write Single Register"
"278","0.001096","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    91; Unit:   1, Func:   6: Write Single Register"
"280","0.998785","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    92; Unit:   1, Func:   3: Read Holding Registers"
"281","0.001780","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    92; Unit:   1, Func:   3: Read Holding Registers"
"283","0.999214","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    93; Unit:   1, Func:   6: Write Single Register"
"284","0.001186","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    93; Unit:   1, Func:   6: Write Single Register"
"286","2.000658","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    95; Unit:   1, Func:   6: Write Single Register"
"287","0.001017","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    95; Unit:   1, Func:   6: Write Single Register"
"289","0.995330","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    96; Unit:   1, Func:   3: Read Holding Registers"
"290","0.001307","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    96; Unit:   1, Func:   3: Read Holding Registers"
"292","0.999242","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    97; Unit:   1, Func:   6: Write Single Register"
"293","0.001057","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    97; Unit:   1, Func:   6: Write Single Register"
"295","0.999006","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    98; Unit:   1, Func:   3: Read Holding Registers"
"296","0.001389","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:    98; Unit:   1, Func:   3: Read Holding Registers"
"298","0.999719","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:    99; Unit:   1, Func:   6: Write Single Register"
"299","0.001567","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:    99; Unit:   1, Func:   6: Write Single Register"
"301","1.998665","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:   101; Unit:   1, Func:   6: Write Single Register"
"302","0.001413","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:   101; Unit:   1, Func:   6: Write Single Register"
"304","0.998720","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:   102; Unit:   1, Func:   3: Read Holding Registers"
"305","0.000714","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:   102; Unit:   1, Func:   3: Read Holding Registers"
"307","1.000094","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:   103; Unit:   1, Func:   6: Write Single Register"
"308","0.000718","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:   103; Unit:   1, Func:   6: Write Single Register"
"310","0.999249","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:   104; Unit:   1, Func:   3: Read Holding Registers"
"311","0.000973","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:   104; Unit:   1, Func:   3: Read Holding Registers"
"313","1.000049","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:   105; Unit:   1, Func:   6: Write Single Register"
"314","0.001304","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:   105; Unit:   1, Func:   6: Write Single Register"
"316","0.997620","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:   106; Unit:   1, Func:   3: Read Holding Registers"
"317","0.000591","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:   106; Unit:   1, Func:   3: Read Holding Registers"
"319","1.000351","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:   107; Unit:   1, Func:   6: Write Single Register"
"320","0.001110","172.20.0.10","172.20.0.11","Modbus/TCP","78","Response: Trans:   107; Unit:   1, Func:   6: Write Single Register"
"322","0.999427","172.20.0.11","172.20.0.10","Modbus/TCP","78","   Query: Trans:   108; Unit:   1, Func:   3: Read Holding Registers"
"323","0.000882","172.20.0.10","172.20.0.11","Modbus/TCP","77","Response: Trans:   108; Unit:   1, Func:   3: Read Holding Registers"
