"No.","Time","Source","Destination","Protocol","Length","Info"
"117","0.997080","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    17; Unit:   1, Func:   3: Read Holding Registers"
"121","0.002491","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    17; Unit:   1, Func:   3: Read Holding Registers"
"123","0.998569","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    18; Unit:   1, Func:   6: Write Single Register"
"127","0.003051","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    18; Unit:   1, Func:   6: Write Single Register"
"129","0.997820","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    19; Unit:   1, Func:   3: Read Holding Registers"
"133","0.002990","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    19; Unit:   1, Func:   3: Read Holding Registers"
"135","0.997324","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    20; Unit:   1, Func:   6: Write Single Register"
"139","0.002751","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    20; Unit:   1, Func:   6: Write Single Register"
"141","0.997896","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    21; Unit:   1, Func:   3: Read Holding Registers"
"142","0.006661","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    21; Unit:   1, Func:   3: Read Holding Registers"
"144","0.993487","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    22; Unit:   1, Func:   6: Write Single Register"
"148","0.002594","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    22; Unit:   1, Func:   6: Write Single Register"
"150","0.997725","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    23; Unit:   1, Func:   3: Read Holding Registers"
"154","0.002579","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    23; Unit:   1, Func:   3: Read Holding Registers"
"156","0.998258","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    24; Unit:   1, Func:   6: Write Single Register"
"160","0.003000","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    24; Unit:   1, Func:   6: Write Single Register"
"162","0.997038","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    25; Unit:   1, Func:   3: Read Holding Registers"
"163","0.001243","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    25; Unit:   1, Func:   3: Read Holding Registers"
"165","0.999587","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    26; Unit:   1, Func:   6: Write Single Register"
"169","0.003416","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    26; Unit:   1, Func:   6: Write Single Register"
"171","0.996293","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    27; Unit:   1, Func:   3: Read Holding Registers"
"175","0.003144","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    27; Unit:   1, Func:   3: Read Holding Registers"
"177","0.997017","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    28; Unit:   1, Func:   6: Write Single Register"
"181","0.002701","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    28; Unit:   1, Func:   6: Write Single Register"
"183","0.997790","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    29; Unit:   1, Func:   3: Read Holding Registers"
"187","0.003628","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    29; Unit:   1, Func:   3: Read Holding Registers"
"189","0.996874","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    30; Unit:   1, Func:   6: Write Single Register"
"193","0.003156","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    30; Unit:   1, Func:   6: Write Single Register"
"195","0.996811","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    31; Unit:   1, Func:   3: Read Holding Registers"
"200","0.073536","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    31; Unit:   1, Func:   3: Read Holding Registers"
"202","0.926789","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    32; Unit:   1, Func:   6: Write Single Register"
"207","0.073542","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    32; Unit:   1, Func:   6: Write Single Register"
"209","0.926490","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    33; Unit:   1, Func:   3: Read Holding Registers"
"214","0.073220","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    33; Unit:   1, Func:   3: Read Holding Registers"
"216","0.927230","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    34; Unit:   1, Func:   6: Write Single Register"
"221","0.073628","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    34; Unit:   1, Func:   6: Write Single Register"
"223","0.927029","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    35; Unit:   1, Func:   3: Read Holding Registers"
"228","0.074109","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    35; Unit:   1, Func:   3: Read Holding Registers"
"230","0.927899","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    36; Unit:   1, Func:   6: Write Single Register"
"235","0.073130","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    36; Unit:   1, Func:   6: Write Single Register"
"237","0.924010","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    37; Unit:   1, Func:   3: Read Holding Registers"
"242","0.073099","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    37; Unit:   1, Func:   3: Read Holding Registers"
"244","0.927615","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    38; Unit:   1, Func:   6: Write Single Register"
"249","0.073800","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    38; Unit:   1, Func:   6: Write Single Register"
"251","0.926101","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    39; Unit:   1, Func:   3: Read Holding Registers"
"256","0.072897","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    39; Unit:   1, Func:   3: Read Holding Registers"
"258","0.927942","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    40; Unit:   1, Func:   6: Write Single Register"
"263","0.073362","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    40; Unit:   1, Func:   6: Write Single Register"
"265","0.926784","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    41; Unit:   1, Func:   3: Read Holding Registers"
"270","0.001908","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    41; Unit:   1, Func:   3: Read Holding Registers"
"272","0.997999","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    42; Unit:   1, Func:   6: Write Single Register"
"276","0.003993","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    42; Unit:   1, Func:   6: Write Single Register"
"278","0.996763","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    43; Unit:   1, Func:   3: Read Holding Registers"
"282","0.002822","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    43; Unit:   1, Func:   3: Read Holding Registers"
"284","0.997566","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    44; Unit:   1, Func:   6: Write Single Register"
"288","0.002978","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    44; Unit:   1, Func:   6: Write Single Register"
"290","0.997175","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    45; Unit:   1, Func:   3: Read Holding Registers"
"291","0.000983","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    45; Unit:   1, Func:   3: Read Holding Registers"
"293","1.000593","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    46; Unit:   1, Func:   6: Write Single Register"
"297","0.002434","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    46; Unit:   1, Func:   6: Write Single Register"
"299","0.996422","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    47; Unit:   1, Func:   3: Read Holding Registers"
"303","0.002536","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    47; Unit:   1, Func:   3: Read Holding Registers"
"305","0.997745","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    48; Unit:   1, Func:   6: Write Single Register"
"309","0.002677","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    48; Unit:   1, Func:   6: Write Single Register"
"311","0.997826","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    49; Unit:   1, Func:   3: Read Holding Registers"
"315","0.002405","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    49; Unit:   1, Func:   3: Read Holding Registers"
"317","0.997745","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    50; Unit:   1, Func:   6: Write Single Register"
"321","0.002806","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    50; Unit:   1, Func:   6: Write Single Register"
"323","0.998894","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    51; Unit:   1, Func:   3: Read Holding Registers"
"327","0.002576","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    51; Unit:   1, Func:   3: Read Holding Registers"
"329","0.996111","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    52; Unit:   1, Func:   6: Write Single Register"
"333","0.002637","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    52; Unit:   1, Func:   6: Write Single Register"
"335","0.997766","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    53; Unit:   1, Func:   3: Read Holding Registers"
"339","0.002241","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    53; Unit:   1, Func:   3: Read Holding Registers"
"341","0.998247","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    54; Unit:   1, Func:   6: Write Single Register"
"345","0.003363","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    54; Unit:   1, Func:   6: Write Single Register"
"347","0.997023","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    55; Unit:   1, Func:   3: Read Holding Registers"
"351","0.002256","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    55; Unit:   1, Func:   3: Read Holding Registers"
"353","0.997576","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    56; Unit:   1, Func:   6: Write Single Register"
"357","0.002818","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    56; Unit:   1, Func:   6: Write Single Register"
"359","0.997632","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    57; Unit:   1, Func:   3: Read Holding Registers"
"363","0.002514","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    57; Unit:   1, Func:   3: Read Holding Registers"
"365","0.997866","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    58; Unit:   1, Func:   6: Write Single Register"
"369","0.002539","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    58; Unit:   1, Func:   6: Write Single Register"
"371","0.997821","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    59; Unit:   1, Func:   3: Read Holding Registers"
"375","0.003344","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    59; Unit:   1, Func:   3: Read Holding Registers"
"377","0.996940","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    60; Unit:   1, Func:   6: Write Single Register"
"381","0.002705","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    60; Unit:   1, Func:   6: Write Single Register"
"383","0.999351","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    61; Unit:   1, Func:   3: Read Holding Registers"
"387","0.003097","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    61; Unit:   1, Func:   3: Read Holding Registers"
"389","0.995705","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    62; Unit:   1, Func:   6: Write Single Register"
"393","0.003281","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    62; Unit:   1, Func:   6: Write Single Register"
"395","0.996842","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    63; Unit:   1, Func:   3: Read Holding Registers"
"399","0.001969","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    63; Unit:   1, Func:   3: Read Holding Registers"
"401","0.998163","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    64; Unit:   1, Func:   6: Write Single Register"
"405","0.003885","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    64; Unit:   1, Func:   6: Write Single Register"
"407","0.996142","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    65; Unit:   1, Func:   3: Read Holding Registers"
"411","0.002506","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    65; Unit:   1, Func:   3: Read Holding Registers"
"413","0.998432","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    66; Unit:   1, Func:   6: Write Single Register"
"417","0.002563","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    66; Unit:   1, Func:   6: Write Single Register"
"419","0.994826","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    67; Unit:   1, Func:   3: Read Holding Registers"
"423","0.002580","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    67; Unit:   1, Func:   3: Read Holding Registers"
"425","0.997705","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    68; Unit:   1, Func:   6: Write Single Register"
"429","0.002139","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    68; Unit:   1, Func:   6: Write Single Register"
"431","0.998232","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    69; Unit:   1, Func:   3: Read Holding Registers"
"435","0.003688","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    69; Unit:   1, Func:   3: Read Holding Registers"
"437","0.996560","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    70; Unit:   1, Func:   6: Write Single Register"
"441","0.002132","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    70; Unit:   1, Func:   6: Write Single Register"
"443","0.998633","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    71; Unit:   1, Func:   3: Read Holding Registers"
"448","0.072837","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    71; Unit:   1, Func:   3: Read Holding Registers"
"450","0.926653","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    72; Unit:   1, Func:   6: Write Single Register"
"455","0.074190","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    72; Unit:   1, Func:   6: Write Single Register"
"457","0.925883","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    73; Unit:   1, Func:   3: Read Holding Registers"
"462","0.076184","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    73; Unit:   1, Func:   3: Read Holding Registers"
"464","0.924830","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    74; Unit:   1, Func:   6: Write Single Register"
"469","0.073741","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    74; Unit:   1, Func:   6: Write Single Register"
"471","0.926138","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    75; Unit:   1, Func:   3: Read Holding Registers"
"476","0.074033","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    75; Unit:   1, Func:   3: Read Holding Registers"
"478","0.925994","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    76; Unit:   1, Func:   6: Write Single Register"
"483","0.072520","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    76; Unit:   1, Func:   6: Write Single Register"
"485","0.927767","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    77; Unit:   1, Func:   3: Read Holding Registers"
"490","0.072197","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    77; Unit:   1, Func:   3: Read Holding Registers"
"492","0.928172","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    78; Unit:   1, Func:   6: Write Single Register"
"497","0.073863","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    78; Unit:   1, Func:   6: Write Single Register"
"499","0.926533","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    79; Unit:   1, Func:   3: Read Holding Registers"
"504","0.072926","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    79; Unit:   1, Func:   3: Read Holding Registers"
"506","0.927264","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    80; Unit:   1, Func:   6: Write Single Register"
"511","0.073750","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    80; Unit:   1, Func:   6: Write Single Register"
"513","0.927417","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    81; Unit:   1, Func:   3: Read Holding Registers"
"518","0.002389","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    81; Unit:   1, Func:   3: Read Holding Registers"
"520","0.997516","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    82; Unit:   1, Func:   6: Write Single Register"
"524","0.002981","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    82; Unit:   1, Func:   6: Write Single Register"
"526","0.996594","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    83; Unit:   1, Func:   3: Read Holding Registers"
"530","0.002005","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    83; Unit:   1, Func:   3: Read Holding Registers"
"532","0.998181","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    84; Unit:   1, Func:   6: Write Single Register"
"536","0.002482","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    84; Unit:   1, Func:   6: Write Single Register"
"538","0.998015","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    85; Unit:   1, Func:   3: Read Holding Registers"
"542","0.002412","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    85; Unit:   1, Func:   3: Read Holding Registers"
"544","0.999116","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    86; Unit:   1, Func:   6: Write Single Register"
"548","0.001829","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    86; Unit:   1, Func:   6: Write Single Register"
"550","0.996661","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    87; Unit:   1, Func:   3: Read Holding Registers"
"551","0.000771","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    87; Unit:   1, Func:   3: Read Holding Registers"
"553","0.999601","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    88; Unit:   1, Func:   6: Write Single Register"
"557","0.002295","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    88; Unit:   1, Func:   6: Write Single Register"
"559","0.998246","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    89; Unit:   1, Func:   3: Read Holding Registers"
"563","0.002711","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    89; Unit:   1, Func:   3: Read Holding Registers"
"565","0.997386","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    90; Unit:   1, Func:   6: Write Single Register"
"569","0.002684","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    90; Unit:   1, Func:   6: Write Single Register"
"571","0.997487","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    91; Unit:   1, Func:   3: Read Holding Registers"
"575","0.002061","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    91; Unit:   1, Func:   3: Read Holding Registers"
"577","0.998190","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    92; Unit:   1, Func:   6: Write Single Register"
"581","0.002607","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    92; Unit:   1, Func:   6: Write Single Register"
"583","0.997490","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    93; Unit:   1, Func:   3: Read Holding Registers"
"587","0.003597","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    93; Unit:   1, Func:   3: Read Holding Registers"
"589","0.996993","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    94; Unit:   1, Func:   6: Write Single Register"
"593","0.002806","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    94; Unit:   1, Func:   6: Write Single Register"
"595","0.997064","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    95; Unit:   1, Func:   3: Read Holding Registers"
"596","0.000798","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    95; Unit:   1, Func:   3: Read Holding Registers"
"598","1.000988","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    96; Unit:   1, Func:   6: Write Single Register"
"602","0.002905","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    96; Unit:   1, Func:   6: Write Single Register"
"604","0.993946","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    97; Unit:   1, Func:   3: Read Holding Registers"
"608","0.002622","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    97; Unit:   1, Func:   3: Read Holding Registers"
"610","0.997611","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    98; Unit:   1, Func:   6: Write Single Register"
"614","0.002769","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    98; Unit:   1, Func:   6: Write Single Register"
"616","0.997638","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    99; Unit:   1, Func:   3: Read Holding Registers"
"620","0.002673","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    99; Unit:   1, Func:   3: Read Holding Registers"
"622","0.997856","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:   100; Unit:   1, Func:   6: Write Single Register"
"626","0.003419","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:   100; Unit:   1, Func:   6: Write Single Register"
"628","0.998013","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:   101; Unit:   1, Func:   3: Read Holding Registers"
"629","0.001099","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:   101; Unit:   1, Func:   3: Read Holding Registers"
"631","0.997940","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:   102; Unit:   1, Func:   6: Write Single Register"
"635","0.002901","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:   102; Unit:   1, Func:   6: Write Single Register"
"637","0.997482","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:   103; Unit:   1, Func:   3: Read Holding Registers"
"641","0.001895","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:   103; Unit:   1, Func:   3: Read Holding Registers"
