"No.","Time","Source","Destination","Protocol","Length","Info"
"256","0.001822","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    40; Unit:   1, Func:   6: Write Single Register"
"258","0.999083","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    41; Unit:   1, Func:   3: Read Holding Registers"
"262","0.002309","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    41; Unit:   1, Func:   3: Read Holding Registers"
"264","0.997372","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    42; Unit:   1, Func:   6: Write Single Register"
"268","0.002148","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    42; Unit:   1, Func:   6: Write Single Register"
"270","0.997986","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    43; Unit:   1, Func:   3: Read Holding Registers"
"274","0.001783","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    43; Unit:   1, Func:   3: Read Holding Registers"
"276","0.998496","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    44; Unit:   1, Func:   6: Write Single Register"
"280","0.003358","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    44; Unit:   1, Func:   6: Write Single Register"
"282","0.996786","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    45; Unit:   1, Func:   3: Read Holding Registers"
"286","0.001853","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    45; Unit:   1, Func:   3: Read Holding Registers"
"288","0.998697","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    46; Unit:   1, Func:   6: Write Single Register"
"292","0.035271","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    46; Unit:   1, Func:   6: Write Single Register"
"294","0.964554","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    47; Unit:   1, Func:   3: Read Holding Registers"
"298","0.002936","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    47; Unit:   1, Func:   3: Read Holding Registers"
"300","0.997458","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    48; Unit:   1, Func:   6: Write Single Register"
"304","0.003338","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    48; Unit:   1, Func:   6: Write Single Register"
"306","0.996709","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    49; Unit:   1, Func:   3: Read Holding Registers"
"310","0.001911","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    49; Unit:   1, Func:   3: Read Holding Registers"
"312","0.998135","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    50; Unit:   1, Func:   6: Write Single Register"
"316","0.001837","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    50; Unit:   1, Func:   6: Write Single Register"
"318","0.998565","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    51; Unit:   1, Func:   3: Read Holding Registers"
"322","0.002448","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    51; Unit:   1, Func:   3: Read Holding Registers"
"324","0.997629","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    52; Unit:   1, Func:   6: Write Single Register"
"328","0.001917","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    52; Unit:   1, Func:   6: Write Single Register"
"330","1.000774","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    53; Unit:   1, Func:   3: Read Holding Registers"
"334","0.001677","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    53; Unit:   1, Func:   3: Read Holding Registers"
"336","1.008021","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    54; Unit:   1, Func:   6: Write Single Register"
"340","0.002270","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    54; Unit:   1, Func:   6: Write Single Register"
"342","0.988441","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    55; Unit:   1, Func:   3: Read Holding Registers"
"346","0.001873","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    55; Unit:   1, Func:   3: Read Holding Registers"
"348","0.999929","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    56; Unit:   1, Func:   6: Write Single Register"
"352","0.001941","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    56; Unit:   1, Func:   6: Write Single Register"
"354","0.996748","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    57; Unit:   1, Func:   3: Read Holding Registers"
"358","0.002422","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    57; Unit:   1, Func:   3: Read Holding Registers"
"360","0.997537","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    58; Unit:   1, Func:   6: Write Single Register"
"364","0.003055","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    58; Unit:   1, Func:   6: Write Single Register"
"366","0.997308","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    59; Unit:   1, Func:   3: Read Holding Registers"
"370","0.001860","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    59; Unit:   1, Func:   3: Read Holding Registers"
"372","0.998767","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    60; Unit:   1, Func:   6: Write Single Register"
"376","0.002081","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    60; Unit:   1, Func:   6: Write Single Register"
"378","0.997862","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    61; Unit:   1, Func:   3: Read Holding Registers"
"382","0.003958","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    61; Unit:   1, Func:   3: Read Holding Registers"
"384","0.996316","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    62; Unit:   1, Func:   6: Write Single Register"
"388","0.002281","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    62; Unit:   1, Func:   6: Write Single Register"
"390","0.998176","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    63; Unit:   1, Func:   3: Read Holding Registers"
"394","0.001701","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    63; Unit:   1, Func:   3: Read Holding Registers"
"396","0.997936","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    64; Unit:   1, Func:   6: Write Single Register"
"400","0.004826","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    64; Unit:   1, Func:   6: Write Single Register"
"402","0.995484","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    65; Unit:   1, Func:   3: Read Holding Registers"
"406","0.002268","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    65; Unit:   1, Func:   3: Read Holding Registers"
"408","0.999560","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    66; Unit:   1, Func:   6: Write Single Register"
"412","0.002579","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    66; Unit:   1, Func:   6: Write Single Register"
"414","0.995848","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    67; Unit:   1, Func:   3: Read Holding Registers"
"418","0.002531","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    67; Unit:   1, Func:   3: Read Holding Registers"
"420","0.997728","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    68; Unit:   1, Func:   6: Write Single Register"
"424","0.001793","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    68; Unit:   1, Func:   6: Write Single Register"
"426","0.998432","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    69; Unit:   1, Func:   3: Read Holding Registers"
"430","0.002045","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    69; Unit:   1, Func:   3: Read Holding Registers"
"432","0.998431","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    70; Unit:   1, Func:   6: Write Single Register"
"436","0.002529","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    70; Unit:   1, Func:   6: Write Single Register"
"438","0.998429","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    71; Unit:   1, Func:   3: Read Holding Registers"
"442","0.002766","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    71; Unit:   1, Func:   3: Read Holding Registers"
"444","0.996470","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    72; Unit:   1, Func:   6: Write Single Register"
"448","0.001987","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    72; Unit:   1, Func:   6: Write Single Register"
"450","0.998251","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    73; Unit:   1, Func:   3: Read Holding Registers"
"454","0.002843","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    73; Unit:   1, Func:   3: Read Holding Registers"
"456","0.997928","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    74; Unit:   1, Func:   6: Write Single Register"
"460","0.001976","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    74; Unit:   1, Func:   6: Write Single Register"
"462","0.997887","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    75; Unit:   1, Func:   3: Read Holding Registers"
"466","0.002152","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    75; Unit:   1, Func:   3: Read Holding Registers"
"468","0.998274","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    76; Unit:   1, Func:   6: Write Single Register"
"472","0.002435","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    76; Unit:   1, Func:   6: Write Single Register"
"474","0.997635","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    77; Unit:   1, Func:   3: Read Holding Registers"
"478","0.002437","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    77; Unit:   1, Func:   3: Read Holding Registers"
"480","0.997637","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    78; Unit:   1, Func:   6: Write Single Register"
"484","0.002143","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    78; Unit:   1, Func:   6: Write Single Register"
"486","0.999273","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    79; Unit:   1, Func:   3: Read Holding Registers"
"490","0.002666","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    79; Unit:   1, Func:   3: Read Holding Registers"
"492","0.996562","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    80; Unit:   1, Func:   6: Write Single Register"
"496","0.002137","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    80; Unit:   1, Func:   6: Write Single Register"
"498","0.999548","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    81; Unit:   1, Func:   3: Read Holding Registers"
"502","0.001970","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    81; Unit:   1, Func:   3: Read Holding Registers"
"504","0.997507","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    82; Unit:   1, Func:   6: Write Single Register"
"508","0.001772","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    82; Unit:   1, Func:   6: Write Single Register"
"510","0.994898","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    83; Unit:   1, Func:   3: Read Holding Registers"
"514","0.002524","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    83; Unit:   1, Func:   3: Read Holding Registers"
"516","0.997914","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    84; Unit:   1, Func:   6: Write Single Register"
"520","0.001554","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    84; Unit:   1, Func:   6: Write Single Register"
"522","0.998463","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    85; Unit:   1, Func:   3: Read Holding Registers"
"526","0.002425","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    85; Unit:   1, Func:   3: Read Holding Registers"
"528","0.997737","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    86; Unit:   1, Func:   6: Write Single Register"
"532","0.005832","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    86; Unit:   1, Func:   6: Write Single Register"
"534","0.994785","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    87; Unit:   1, Func:   3: Read Holding Registers"
"538","0.002074","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    87; Unit:   1, Func:   3: Read Holding Registers"
"540","0.998135","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    88; Unit:   1, Func:   6: Write Single Register"
"544","0.002059","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    88; Unit:   1, Func:   6: Write Single Register"
"546","0.998006","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    89; Unit:   1, Func:   3: Read Holding Registers"
"550","0.002188","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    89; Unit:   1, Func:   3: Read Holding Registers"
"552","0.998499","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    90; Unit:   1, Func:   6: Write Single Register"
"556","0.002264","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    90; Unit:   1, Func:   6: Write Single Register"
"558","0.998195","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    91; Unit:   1, Func:   3: Read Holding Registers"
"562","0.002504","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    91; Unit:   1, Func:   3: Read Holding Registers"
"564","0.997119","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    92; Unit:   1, Func:   6: Write Single Register"
"568","0.002809","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    92; Unit:   1, Func:   6: Write Single Register"
"570","0.997419","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    93; Unit:   1, Func:   3: Read Holding Registers"
"574","0.001817","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    93; Unit:   1, Func:   3: Read Holding Registers"
"576","0.998988","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    94; Unit:   1, Func:   6: Write Single Register"
"580","0.002656","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    94; Unit:   1, Func:   6: Write Single Register"
"582","0.997434","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    95; Unit:   1, Func:   3: Read Holding Registers"
"586","0.001741","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    95; Unit:   1, Func:   3: Read Holding Registers"
"588","0.998273","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    96; Unit:   1, Func:   6: Write Single Register"
"592","0.002237","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    96; Unit:   1, Func:   6: Write Single Register"
"594","0.998058","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    97; Unit:   1, Func:   3: Read Holding Registers"
"598","0.002486","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    97; Unit:   1, Func:   3: Read Holding Registers"
"600","0.997627","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    98; Unit:   1, Func:   6: Write Single Register"
"604","0.002208","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:    98; Unit:   1, Func:   6: Write Single Register"
"606","0.998018","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:    99; Unit:   1, Func:   3: Read Holding Registers"
"610","0.002294","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:    99; Unit:   1, Func:   3: Read Holding Registers"
"612","0.997937","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:   100; Unit:   1, Func:   6: Write Single Register"
"616","0.002309","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:   100; Unit:   1, Func:   6: Write Single Register"
"618","0.998724","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:   101; Unit:   1, Func:   3: Read Holding Registers"
"622","0.003453","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:   101; Unit:   1, Func:   3: Read Holding Registers"
"624","0.995949","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:   102; Unit:   1, Func:   6: Write Single Register"
"628","0.008120","172.20.0.11","172.20.0.12","Modbus/TCP","78","Response: Trans:   102; Unit:   1, Func:   6: Write Single Register"
"630","0.992121","172.20.0.12","172.20.0.11","Modbus/TCP","78","   Query: Trans:   103; Unit:   1, Func:   3: Read Holding Registers"
"634","0.001967","172.20.0.11","172.20.0.12","Modbus/TCP","77","Response: Trans:   103; Unit:   1, Func:   3: Read Holding Registers"
